Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 11;¿Cuántos tipos de dolo existen?;B;Dos: Indirecto y eventual.;Dolo directo de primer grado, dolo directo de segundo grado y dolo eventual.;Dolo principal, dolo externo y dolo eventual.;Dolo de atribución directa, dolo natural, y dolo eventual.;;;
Tema 11;En el dolo directo de primer grado la conducta consiste en que:;A;El autor persigue la realización del delito.;El autor no desea cometer ciertas acciones que producen resultados lesivos no queridos por el sujeto, pero a sabiendas de tal ilicitud lo practica por entenderlos como actos probables.;El autor considera como necesarios actos que son distintos a la persecución. Sin embargo, no renuncia a la realización de los mismos.;Nuestro Derecho Penal no recoge el dolo de primer grado.;;;
Tema 11;Si un sujeto pone una bomba en un barco para matar a las personas que viajan en él estaría cometiendo el delito mediante:;C;Imprudencia dolosa.;Dolo directo de segundo grado.;Dolo directo de primer grado.;Dolo principal o formal.;;;
Tema 11;El autor hizo cargar Un explosivo en un barco para cobrar el seguro previsto en caso de hundimiento. Aunque no tenía interés en causar la muerte de ninguna persona sabía que ello sería necesario. ¿A  qué tipo de dolo nos referimos?;D;Al dolo directo de primer grado.;Al dolo eventual de primer grado.;Al dolo eventual mediante necesidad.;Al dolo directo de segundo grado.;;;
Tema 11;Un atentado indiscriminado mediante la colocación de una bomba en unos grandes almacenes responde ¿A qué tipo de dolo?;B;Al dolo eventual con premeditación conocida.;Al dolo directo de primer grado.;Al dolo eventual de primer grado.;Al dolo directo de segundo grado.;;;
Tema 11;Los atentados terroristas en los que mueren personas distintas a las que realmente se desean asesinar son supuestos que explican:;B;El dolo directo de primer grado.;El dolo directo de segundo grado.;El dolo eventual de primer grado.;El dolo preterintencional.;;;
Tema 11;Dos suje tos subidos en un ciclomotor esperan a que una persona de edad avanzada salga de una entidad bancaria de donde acaba de retirar la paga. El hecho de acercarse a ella y darle un tirón hace probable que para poder obtener su botín la mujer pueda acabar malherida. Este hecho, aunque no es querido por los delincuentes sí es probable. ¿Qué queremos describir con este ejemplo?;A;Que el hecho se ha cometido con dolo eventual.;Que el hecho se ha cometido con dolo directo de segundo grado.;Que el hecho se ha cometido con dolo directo de segundo grado y una circunstancia agravante cuyo hecho supone que se castigue el hecho en su mitad superior.;Que el hecho sea susceptible de una imprudencia al no cumplir la infracción del deber de cuidado que supone que la persona mayor pueda caer al suelo como consecuencia de su avanzada edad.;;;
Tema 11;Dos sujetos juegan a la ruleta rusa, sin ninguna voluntad de lo que finalmente acaba ocurriendo. Este hecho puede entenderse que se realiza mediante:;C;Dolo directo de primer grado.;Dolo directo de segundo.;Dolo eventual.;Imprudencia punible supeditada al incumplir la infracción de un deber de cuidado.;;;
Tema 11;Podemos clasificar el dolo en:;C;Dolo directo de primer grado, dolo directo de segundo grado y dolo eventual.;Dolo directo y eventual.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;Señala la respuesta acertada:;D;En los delitos imprudentes ha de existir un resultado lesivo.;En los delitos imprudentes ha de existir una acción inicial consciente y libre.;En los delitos imprudentes ha de existir la infracción de una norma de cuidado.;Todas las respuestas son correctas.;;;
Tema 11;Si un sujeto lanza una bolsa de basura por la ventana sin saber si en ese momento pasa alguien por el lugar:;B;Estaría exente de responsabilidad al no conocer si pasaba alguien.;Estaría cometiendo un delito imprudente en el caso de producirse un resultado lesivo.;Estaría cometiendo un delito imprudente aun en el caso de no producirse un resultado lesivo.;Estaría cometiendo un delito doloso de segundo grado.;;;
Tema 11;La delitos de omisión pueden clasificarse del siguiente modo:;B;Omisión directa e indirecta.;Omisión pura o propia, omisión y resultado y comisión por omisión u omisión impropia.;Omisión dolosa y omisión imprudente.;Todas las respuestas acertadas.;;;
Tema 11;El artículo 408 establece: La autoridad o funcionario que, faltando a la obligación de su cargo, dejare intencionadamente de promover la persecución de los delitos de que tenga noticia o de sus responsables. De lo expuesto podemos deducir que este delito es:;C;Un delito que puede cometerse tanto por acción como por omisión.;Un delito que se comete por acción.;Un delito que se comete por omisión pura o propia.;Un delito que se comete por omisión impropia o de comisión por omisión.;;;
Tema 11;El artículo 305 de nuestro Código Penal tiene el siguiente contenido: El que, por acción u omisión, defraude a Ja Hacienda Pública estatal, autonómica, foral o local, eludiendo el pago de tributos, cantidades retenidas o que se hubieran debido retener o ingresos a cuenta, obteniendo indebidamente devoluciones o disfrutando beneficios fiscales de la misma forma, siempre que la cuantía de la cuota defraudada, el importe no ingresado de las retenciones o ingresos a cuenta o de las devoluciones o beneficios fiscales indebidamente obtenidos o disfrutados exceda de ciento veinte mil euros. Este delito responde:;C;A un delito cometido por acción u omisión.;A un delito que en su forma omisiva respondería a la clasificación de delitos de omisión y resultado.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;El artículo 450 de nuestro Código Penal establece: El que, pudiendo hacerlo con su intervención inmediata y sin riesgo propio o ajeno, no impidiere la comisión de un delito que afecte a las personas en su vida, integridad o salud, libertad o libertad sexual. De su contenido podemos deducir:;A;Que es un delito que se realiza por omisión pura o propia.;Que es un delito que se realiza en comisión por omisión.;Que es un delito que se realiza por omisión impropia.;Que es un delito que puede cometerse tanto por acción como por omisión.;;;
Tema 11;La madre que deja de alimentar a su hijo y este fallece comete el delito:;B;Por acción.;En comisión por omisión.;En cualquiera de las dos formas citadas.;Por omisión dentro de la forma conocida como omisión y resultado.;;;
Tema 11;Los delitos de comisión por omisión:;C;Se encuentran regulados en el artículo 11 de nuestro Código Penal.;Prevé formas de omisión y resultado cuando el mismo no se encuentre previsto en el tipo penal.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;Los delitos de omisión y resultado se caracterizan:;B;Por ser delitos de simple actividad.; Por estar previsto en  la norma  tanto  la omisión  como  el resultado  que debe producirse.;Por producir un resultado lesivo, aunque el mismo no se encuentre previsto en la norma.;Todas las respuestas son erróneas.;;;
Tema 11;Los delitos de omisión pura se caracterizan:;A;Por ser delitos de simple actividad.;Por  estar  previsto  en  la  norma  tanto  la  omisión  como  el resultado  que debe producirse.;Por producir un resultado lesivo aunque el mismo no se encuentre previsto en la norma.;Todas las respuestas son erróneas.;;;
Tema 11;Respecto a las clases de delitos, estas se encuentran reguladas:;C;En el artículo 12 del Código Penal.;En el artículo 15 del Código Penal.;En el articulo 13 del Código Penal.;En el artículo 11 del Código Penal.;;;
Tema 11;Cuando una pena, por su extensión pueda incluirse a la vez entre las consideradas como graves o menos graves, el delito se considerará en todo caso como:;A;Grave.;Menos grave.;Grave agravada.;Grave o gravísima.;;;
Tema 11;El delito preterintencional:;C;Es aquel en el que el autor del delito, no solo realiza todos los elementos típicos, sino que además consigue satisfacer la intención que perseguía.;Se produce cuando una infracción es medio necesario para cometer otra.;Es aquel en el cual el mal causado es superior al que se pretendía ejecutar.;Todas las respuestas son acertados.;;;
Tema 11;"En una discusión, dos personas participan en una pelea por un aparcamiento, uno de ellos, al ser empujado cae al suelo dándose un golpe en la cabeza que le provoca la muerte. Los juristas explican que el golpe de puño se puede considerar como un medio que razonablemente no debía producir la muerte; y que la intención del autor era golpear para producir w1daño, y no matar. Esta explicación sirve para conocer:";C;El homicidio doloso.;El homicidio medial.;El homicidio preterintencional.;El asesinato preterintencional.;;;
Tema 11;En el delito agotado:;D;No lleva a realizarse la tentativa del delito.;El momento  en que se practica el mismo no siempre coincide con el delito consumado.;El autor del delito, no solo realiza todos los elementos típicos, sino que además consigue satisfacer la intención que perseguía.;Las respuestas b) y c) son acertadas.;;;
Tema 11;El concurso ideal se da por la:;B;Pluralidad de acciones y pluralidad de delitos.;Unidad de acción y pluralidad de delitos.;Pluralidad de acciones y unidad del delito.;Todas las opciones dadas no son acertadas.;;;
Tema 11;El concurso real se produce cuando existe una:;A;Pluralidad de acciones y pluralidad de delitos.;Unidad de acción y pluralidad de delitos.;Pluralidad de acciones y unidad del delito.;Todas las opciones dadas no son acertadas.;;;
Tema 11;En el delito continuados existe:;C;Pluralidad de acciones y pluralidad de delitos.;Unidad de acción y pluralidad de delitos.;Pluralidad de acciones y unidad del delito.;Todas las opciones dadas no son acertadas.;;;
Tema 11;El concurso ideal se da:;C;Cundo concurren varias acciones o hechos, cada uno de ellos constitutivo de un delito autónomo.;Cuando en dos o más acciones homogéneas realizadas en distinto tiempo, pero en análogas ocasiones, se infringe la misma 1101ma jurídica o normas de igual o semejante naturaleza.;Cuando con una sola acción se cometen varios tipos delictivos homogéneos.;Cuando un único delito afecta a una pluralidad de personas.;;;
Tema 11;Veamos el siguiente supuesto: El funcionario de correos que se apodera del contenido de un sobre cuya custodia tuviera encomendada. Este caso sería un ejemplo de un:;B;Concurso real de delitos.;Concurso ideal.;Delito único de hurto.;Delito especifico y único de infidelidad en la custodia de documentos.;;;
Tema 11;Quien viola a una persona y después de consumar el acto la mata será penado por un:;A;Concurso real.;Concurso ideal.;Delito continuado.;Delito preterintencional.;;;
Tema 11;En el concurso ideal:;C;Se da cuando concurren varias acciones o hechos, cada uno de ellos constitutivo de un delito autónomo.;Consiste en dos o más acciones homogéneas realizadas en distinto tiempo, pero en análogas ocasiones, que infringen la misma norma jurídica o normas de igual o semejante  naturaleza.;Se impone la pena de mayor gravedad en su mitad superior. Sin embargo en ningún caso podrá imponerse una pena superior a Ja que correspondería penando de forma separada cada delito.;Todas las respuestas no son acertadas.;;;
